ACCL,200.893938,0.019193,37.038728
SHUT,29.97003,0.000000,37.037000
GPS5,18.11465,-0.021883,37.075164
ISOG,29.97003,0.000000,37.037000
GYRO,401.791191,0.018207,37.039924
