0.018207 9.77 -1.048 1.593 -0.016 0.039 0.048
0.023184709926945612 9.797 -1.077 1.548 -0.028 0.041 0.046
0.028162419853891223 9.778 -1.091 1.562 -0.041 0.04 0.042
0.03314012978083683 9.785 -1.127 1.61 -0.046 0.038 0.038
0.038117839707782444 9.84 -1.141 1.627 -0.058 0.034 0.039
0.04309554963472806 9.89 -1.16 1.641 -0.054 0.036 0.035
0.048073259561673666 9.88 -1.175 1.687 -0.056 0.035 0.039
0.05305096948861927 9.847 -1.16 1.708 -0.046 0.04 0.029
0.05802867941556489 9.852 -1.172 1.763 -0.036 0.035 0.027
0.0630063893425105 9.835 -1.218 1.773 -0.012 0.045 0.028
0.06798409926945612 9.797 -1.177 1.73 0.012 0.042 0.024
0.07296180919640172 9.785 -1.148 1.715 0.039 0.045 0.019
0.07793951912334733 9.792 -1.148 1.701 0.058 0.053 0.009
0.08291722905029295 9.746 -1.11 1.703 0.075 0.051 0.0
0.08789493897723855 9.742 -1.105 1.72 0.088 0.05 0.004
0.09287264890418416 9.708 -1.074 1.722 0.101 0.052 -0.001
0.09785035883112977 9.722 -1.112 1.699 0.117 0.05 0.01
0.10282806875807539 9.73 -1.134 1.675 0.118 0.049 0.002
0.107805778685021 9.722 -1.11 1.646 0.121 0.047 0.002
0.1127834886119666 9.701 -1.084 1.629 0.123 0.039 0.001
0.11776119853891222 9.718 -1.096 1.589 0.096 0.045 0.008
0.12273890846585783 9.763 -1.086 1.572 0.078 0.042 0.008
0.12771661839280343 9.78 -1.077 1.557 0.058 0.029 0.009
0.13269432831974903 9.758 -1.089 1.579 0.045 0.026 0.01
0.13767203824669466 9.739 -1.089 1.507 0.031 0.023 0.019
0.1426497481736403 9.737 -1.067 1.474 0.015 0.017 0.023
0.1476274581005859 9.718 -1.036 1.512 0.005 0.016 0.021
0.1526051680275315 9.701 -1.043 1.51 -0.005 0.031 0.028
0.1575828779544771 9.687 -1.033 1.529 -0.014 0.033 0.031
0.16256058788142272 9.687 -1.007 1.555 -0.008 0.03 0.036
0.16753829780836832 9.651 -1.019 1.545 -0.018 0.03 0.039
0.17251600773531395 9.644 -0.983 1.572 -0.014 0.033 0.035
0.17749371766225955 9.639 -1.005 1.596 -0.009 0.042 0.033
0.18247142758920515 9.703 -1.012 1.629 0.009 0.058 0.034
0.18744913751615078 9.725 -1.017 1.658 0.015 0.056 0.023
0.19242684744309638 9.708 -1.014 1.617 0.015 0.06 0.019
0.197404557370042 9.694 -1.079 1.653 0.007 0.055 0.023
0.2023822672969876 9.732 -1.105 1.672 0.008 0.058 0.008
0.2073599772239332 9.722 -1.148 1.653 0.015 0.05 0.006
0.21233768715087883 9.782 -1.144 1.653 0.013 0.044 -0.001
0.21731539707782443 9.801 -1.163 1.62 0.007 0.035 0.002
0.22229310700477004 9.789 -1.196 1.6 0.014 0.041 0.0
0.22727081693171566 9.77 -1.239 1.648 0.011 0.041 -0.007
0.23224852685866126 9.768 -1.194 1.663 0.014 0.054 -0.001
0.23722623678560686 9.751 -1.163 1.699 0.034 0.053 -0.001
0.2422039467125525 9.718 -1.187 1.734 0.046 0.045 -0.001
0.2471816566394981 9.713 -1.081 1.703 0.06 0.048 0.0
